Kanton,BAG_Region,Franchise,Modell,Krankenkasse,Jahr,Praemie,Modell_Franchise
BE,BE2_BAG,2500,GV_OKP,Avenir,2016,276.9,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,Agrisano,2019,285.2,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Sanitas,2019,307.7,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,Sanitas,2019,413.9,GV_HMO_300
BE,BE2_BAG,2500,GV_OKP,Sumiswalder KK,2021,343.2000122,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,KVF,2021,327.7000122,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,KK Luzerner Hinterland,2022,472.6499939,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,KVF,2020,327.7000122,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Visana,2024,338.8999939,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,KK Steffisburg,2024,336.1000061,GV_Telmed_2500
BE,BE2_BAG,300,GV_Hausarzt,Slkk,2024,455.5,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Philos,2023,298.4499969,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,ÖKK,2018,270.8,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Sympany - Kolping,2019,458,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,Visana,2016,268.6,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2016,330.6,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Sansan,2016,286.2,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Easy Sana,2019,379,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Assura,2017,250.5,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Agrisano,2017,395.6,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Helsana,2022,280.6999969,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Visana,2020,465.3999939,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,KPT,2020,464.6000061,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Avenir,2020,335.2999878,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Sympany - Vivao,2020,276.7999878,GV_HMO_2500
BE,BE2_BAG,300,GV_Hausarzt,Rhenusana,2024,531.5,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Vivacare,2018,447.6,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,Philos,2016,360.3,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,Progrès,2018,397.05,GV_Telmed_300
BE,BE2_BAG,2500,GV_OKP,Galenos,2019,342.75,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,KPT,2017,378.4,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Sana24,2017,468.5,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,KK Steffisburg,2021,318.1000061,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,ÖKK,2021,270.7999878,GV_HMO_2500
BE,BE2_BAG,2500,GV_Telmed,Easy Sana,2020,325.0666606,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Progrès,2020,446.3999939,GV_OKP_300
BE,BE2_BAG,300,GV_Telmed,Visana,2022,413.0500031,GV_Telmed_300
BE,BE2_BAG,300,GV_HMO,ÖKK,2023,395.7999878,GV_HMO_300
BE,BE2_BAG,300,GV_Hausarzt,Sansan,2016,353.2,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,CSS,2016,440.3,GV_Telmed_300
BE,BE2_BAG,2500,GV_OKP,Progrès,2019,335.5,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,KK Steffisburg,2019,260.4,GV_HMO_2500
BE,BE2_BAG,2500,GV_Telmed,CSS - Arcosana,2019,269.7,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Sanagate,2017,320.6,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Vivacare,2021,416.1500092,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Hausarzt,Supra,2023,318.2000122,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,Aquilana,2018,299.5,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Philos,2018,476.3,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,Concordia,2018,401.3,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Hausarzt,Progrès,2016,264.66,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,Sympany,2016,363.9,GV_HMO_300
BE,BE2_BAG,2500,GV_Hausarzt,Arcosana,2016,243.1,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,Concordia,2019,383.8,GV_HMO_300
BE,BE2_BAG,300,GV_Hausarzt,Supra,2019,397.4,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Hausarzt,Progrès,2021,281.9333394,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,Agrisano,2021,327.6000061,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Galenos,2020,399.5499878,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_OKP,Klug,2020,402.6499939,GV_OKP_2500
BE,BE2_BAG,300,GV_Telmed,CSS - Sanagate,2020,380.6000061,GV_Telmed_300
BE,BE2_BAG,300,GV_Hausarzt,Assura,2018,353.8,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_HMO,CSS,2018,286.83,GV_HMO_2500
BE,BE2_BAG,300,GV_Hausarzt,Philos,2019,431.3,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Hausarzt,Vivacare,2019,404.8,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_OKP,KVF,2019,364.3,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Atupri,2017,399.7,GV_OKP_300
BE,BE2_BAG,300,GV_Telmed,Provita,2017,363.1,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,Sympany - Moove,2017,482.6,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Avenir,2021,335.2999878,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Sympany - Moove,2021,538.7000122,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Provita,2020,355.8999939,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Provita,2020,294.1000061,GV_HMO_2500
BE,BE2_BAG,2500,GV_HMO,ÖKK,2022,249.8000031,GV_HMO_2500
BE,BE2_BAG,300,GV_Hausarzt,Galenos,2023,453.2000122,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Hausarzt,Slkk,2023,321.2000122,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Sympany - Kolping,2023,447.4000041,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,Sumiswalder KK,2018,290.6,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Provita,2018,280,GV_Telmed_2500
BE,BE2_BAG,300,GV_HMO,Atupri,2017,345.8,GV_HMO_300
BE,BE2_BAG,300,GV_Hausarzt,Visana,2019,394.3,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,KPT,2016,383.6,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,KK Steffisburg,2019,433.6,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Assura,2021,310.8999939,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,Slkk,2021,275,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Hausarzt,Klug,2021,473.2999878,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_OKP,Rhenusana,2022,375.3999939,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Sympany - Moove,2020,352.1000061,GV_HMO_2500
BE,BE2_BAG,2500,GV_Hausarzt,Vivacare,2023,340.6000061,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Helsana,2023,433,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,Galenos,2023,522,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,ÖKK,2018,390.1,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Hausarzt,Sympany - Vivao,2017,378.5,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_OKP,Philos,2016,282.5,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Sympany - Kolping,2017,605.5,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,Supra,2017,361.4,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Mutuel Assurance,2021,488.1000061,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Supra,2022,370.5,GV_OKP_2500
BE,BE2_BAG,300,GV_Telmed,Sumiswalder KK,2022,406,GV_Telmed_300
BE,BE2_BAG,2500,GV_Telmed,Sana24,2022,346.1333313,GV_Telmed_2500
BE,BE2_BAG,2500,GV_HMO,CSS,2024,309.9333293,GV_HMO_2500
BE,BE2_BAG,300,GV_OKP,Philos,2024,549.2000122,GV_OKP_300
BE,BE2_BAG,300,GV_Telmed,KK Luzerner Hinterland,2023,420.1499939,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,Vita Surselva,2023,496,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Sumiswalder KK,2023,329.1000061,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Supra,2018,340.1,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2018,468.35,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_HMO,Sympany - Vivao,2018,272,GV_HMO_2500
BE,BE2_BAG,2500,GV_Hausarzt,Vivacare,2017,274.55,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,Klug,2016,486.9,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Agrisano,2016,249,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Sumiswalder KK,2016,248.6,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,Easy Sana,2020,382.7000122,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Atupri,2020,267.3999939,GV_HMO_2500
BE,BE2_BAG,2500,GV_OKP,Visana,2022,359.2000122,GV_OKP_2500
BE,BE2_BAG,2500,GV_Telmed,Mutuel Assurance,2023,322.8999939,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,KK Luzerner Hinterland,2018,349.95,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,CSS,2017,403.23,GV_HMO_300
BE,BE2_BAG,2500,GV_HMO,Helsana,2017,279.65,GV_HMO_2500
BE,BE2_BAG,300,GV_OKP,KK Steffisburg,2016,379.9,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,ÖKK,2016,276,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,CSS - Arcosana,2019,274.1,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Sympany - Moove,2017,302.9,GV_Telmed_2500
BE,BE2_BAG,300,GV_Hausarzt,Sumiswalder KK,2021,416.2000122,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Vivacare,2021,472.7999878,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Vivacare,2024,392.3999939,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Aquilana,2024,484.2999878,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,KMU-Krankenversicherung,2016,304.3,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,Sana24,2019,382.8,GV_OKP_2500
BE,BE2_BAG,2500,GV_Telmed,Slkk,2019,296.5,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,ÖKK,2017,295.5,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Provita,2022,446.8499908,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Hausarzt,KPT,2020,413.2000122,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,EGK-Gesundheitskasse,2022,271.2000122,GV_Telmed_2500
BE,BE2_BAG,300,GV_Hausarzt,CSS,2024,436.0500031,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,CSS,2024,505,GV_OKP_300
BE,BE2_BAG,300,GV_Telmed,Helsana,2016,379.45,GV_Telmed_300
BE,BE2_BAG,2500,GV_Telmed,Sympany - Kolping,2018,420.9,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Sympany - Vivao,2019,334.6,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Klug,2017,402.65,GV_OKP_2500
BE,BE2_BAG,300,GV_HMO,Provita,2017,371.9,GV_HMO_300
BE,BE2_BAG,2500,GV_Telmed,CSS - Arcosana,2022,264.5,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Rhenusana,2022,494.7000122,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Sympany - Moove,2022,362.8999939,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,KK Steffisburg,2022,390.875,GV_HMO_300
BE,BE2_BAG,300,GV_Hausarzt,Sympany - Moove,2023,484.7999878,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Hausarzt,Atupri,2018,386.3,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,Atupri,2018,399.1,GV_Telmed_300
BE,BE2_BAG,300,GV_HMO,KPT,2016,335.2,GV_HMO_300
BE,BE2_BAG,300,GV_Telmed,Progrès,2019,402.5,GV_Telmed_300
BE,BE2_BAG,2500,GV_OKP,Visana,2016,317.8,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Kolping,2016,561.6,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Sodalis,2019,336.8,GV_OKP_2500
BE,BE2_BAG,300,GV_HMO,Swica,2021,368.2999878,GV_HMO_300
BE,BE2_BAG,300,GV_OKP,Philos,2022,467.2000122,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Slkk,2020,317.7999878,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Atupri,2017,224,GV_HMO_2500
BE,BE2_BAG,2500,GV_HMO,Sanitas,2016,266.2,GV_HMO_2500
BE,BE2_BAG,2500,GV_OKP,Mutuel Assurance,2019,374.4,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2019,468.35,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_OKP,Rhenusana,2019,351.5,GV_OKP_2500
BE,BE2_BAG,300,GV_HMO,KK Steffisburg,2019,381,GV_HMO_300
BE,BE2_BAG,2500,GV_Hausarzt,Sumiswalder KK,2019,305.3,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,Progrès,2017,426.9,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Slkk,2017,452.3,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,Aquilana,2017,360.2,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,Progrès,2021,406.6000061,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,Mutuel Assurance,2020,316.2333272,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,Swica,2024,468.2999878,GV_HMO_300
BE,BE2_BAG,2500,GV_HMO,Provita,2023,272.7999878,GV_HMO_2500
BE,BE2_BAG,2500,GV_HMO,Sana24,2018,306.1,GV_HMO_2500
BE,BE2_BAG,2500,GV_OKP,Atupri,2019,328.1,GV_OKP_2500
BE,BE2_BAG,2500,GV_Telmed,Sympany - Moove,2022,348.5333354,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,CSS,2022,480.7999878,GV_OKP_300
BE,BE2_BAG,300,GV_Hausarzt,ÖKK,2020,403.5,GV_Hausarzt_300
BE,BE2_BAG,300,GV_HMO,Vivacare,2024,484.1000061,GV_HMO_300
BE,BE2_BAG,2500,GV_Hausarzt,Galenos,2023,333.7999878,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,Provita,2023,386.6000061,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Swica,2016,338.75,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Visana,2019,299.65,GV_Telmed_2500
BE,BE2_BAG,2500,GV_HMO,Visana,2019,277.2,GV_HMO_2500
BE,BE2_BAG,300,GV_Telmed,Sodalis,2017,358.8,GV_Telmed_300
BE,BE2_BAG,300,GV_HMO,Concordia,2021,394.2999878,GV_HMO_300
BE,BE2_BAG,2500,GV_OKP,CSS - Intras,2020,352.2000122,GV_OKP_2500
BE,BE2_BAG,300,GV_Telmed,CSS,2022,432.7000122,GV_Telmed_300
BE,BE2_BAG,2500,GV_HMO,Sana24,2022,329,GV_HMO_2500
BE,BE2_BAG,2500,GV_Telmed,Rhenusana,2024,396.8999939,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Philos,2018,358.2,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Swica,2016,276.8,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Supra,2016,386,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Sansan,2016,405.5,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Concordia,2017,278.7,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Vivacare,2024,512.3333333,GV_Telmed_300
BE,BE2_BAG,300,GV_Hausarzt,Supra,2023,437.2000122,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,Sana24,2023,484.5999959,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,Aquilana,2023,438.2999878,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,KK Steffisburg,2021,285,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Atupri,2022,342.7000122,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Slkk,2022,315.3999939,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Swica,2022,262.5,GV_HMO_2500
BE,BE2_BAG,2500,GV_Hausarzt,Provita,2020,306.0499878,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Hausarzt,Galenos,2024,484.2999878,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Hausarzt,Visana,2023,433.25,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Visana,2017,285.9,GV_Telmed_2500
BE,BE2_BAG,300,GV_Telmed,KK Steffisburg,2019,400.7,GV_Telmed_300
BE,BE2_BAG,2500,GV_OKP,Vivacare,2019,340,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Vita Surselva,2017,336.95,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Sodalis,2017,407.7,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Avenir,2022,291.9000041,GV_Telmed_2500
BE,BE2_BAG,300,GV_Hausarzt,Rhenusana,2020,441.8999939,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Helsana,2024,345.6999969,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Vita Surselva,2024,392.1000061,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,KK Steffisburg,2024,357.6000061,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_HMO,Atupri,2018,371.3,GV_HMO_300
BE,BE2_BAG,2500,GV_Telmed,KVF,2019,313.55,GV_Telmed_2500
BE,BE2_BAG,2500,GV_HMO,Provita,2016,234.3,GV_HMO_2500
BE,BE2_BAG,300,GV_OKP,Slkk,2016,426.7,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Intras,2017,293.3,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Sanitas,2022,323.9000015,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Sodalis,2022,412.6999969,GV_Telmed_300
BE,BE2_BAG,2500,GV_OKP,KPT,2020,342.7000122,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,CSS,2019,293.4,GV_HMO_2500
BE,BE2_BAG,300,GV_Telmed,Easy Sana,2019,440.05,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,Helsana,2018,272.67,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Sana24,2019,357.7,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Vita Surselva,2017,449.3,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Rhenusana,2017,304.9,GV_Telmed_2500
BE,BE2_BAG,300,GV_Telmed,CSS - Sanagate,2021,392.7999878,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,CSS - Arcosana,2020,440.7999878,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Atupri,2022,280,GV_Telmed_2500
BE,BE2_BAG,300,GV_HMO,Sana24,2024,519.8500061,GV_HMO_300
BE,BE2_BAG,300,GV_OKP,Vita Surselva,2024,515.9000244,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Klug,2024,608.1500244,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Aquilana,2024,306.8999939,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Sodalis,2023,360.5,GV_OKP_2500
BE,BE2_BAG,300,GV_Hausarzt,Sumiswalder KK,2023,403.5,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_HMO,Concordia,2018,266,GV_HMO_2500
BE,BE2_BAG,300,GV_Telmed,Sanitas,2018,418.5,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,Mutuel Assurance,2016,265.3,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Hausarzt,CSS,2019,437.8,GV_Hausarzt_300
BE,BE2_BAG,2500,GV_Telmed,Atupri,2021,289.6000061,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,Klug,2022,362.3999939,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_OKP,KK Luzerner Hinterland,2020,360.3999939,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,Sana24,2022,341.8500061,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Concordia,2022,301.7000122,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Swica,2023,431.4666748,GV_Telmed_300
BE,BE2_BAG,300,GV_Hausarzt,ÖKK,2023,409.2999878,GV_Hausarzt_300
BE,BE2_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2023,408.7000122,GV_Telmed_300
BE,BE2_BAG,300,GV_Telmed,ÖKK,2016,361.7,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,Atupri,2017,237.9,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Rhenusana,2021,345.5,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Slkk,2022,280.7000122,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Hausarzt,Sanitas,2022,443.8499985,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Assura,2023,456.2999878,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Arcosana,2018,437.1,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Avenir,2019,301.35,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,KK Steffisburg,2017,244.7,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,KK Luzerner Hinterland,2016,457.05,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,CSS,2019,367.1,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Progrès,2019,454.8,GV_OKP_300
BE,BE2_BAG,2500,GV_HMO,Sympany - Vivao,2019,280.2,GV_HMO_2500
BE,BE2_BAG,2500,GV_OKP,Philos,2017,315,GV_OKP_2500
BE,BE2_BAG,2500,GV_Hausarzt,CSS - Sanagate,2021,264.6000061,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Hausarzt,Easy Sana,2022,308.3666687,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Compact,2020,277,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Sana24,2022,396,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Vita Surselva,2018,344.4,GV_OKP_2500
BE,BE2_BAG,2500,GV_OKP,Galenos,2018,327.1,GV_OKP_2500
BE,BE2_BAG,2500,GV_HMO,Sympany,2016,244.5,GV_HMO_2500
BE,BE2_BAG,300,GV_Telmed,Visana,2017,390.85,GV_Telmed_300
BE,BE2_BAG,2500,GV_Hausarzt,ÖKK,2016,236.5,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,Sympany,2016,415.8,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Philos,2019,481,GV_OKP_300
BE,BE2_BAG,2500,GV_HMO,Sumiswalder KK,2017,264.1,GV_HMO_2500
BE,BE2_BAG,300,GV_Hausarzt,Arcosana,2017,393.4,GV_Hausarzt_300
BE,BE2_BAG,300,GV_OKP,Sumiswalder KK,2021,462.5,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,Progrès,2020,275.8000031,GV_Telmed_2500
BE,BE2_BAG,2500,GV_Hausarzt,Sympany - Vivao,2022,278,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,KK Luzerner Hinterland,2022,308.6499939,GV_Telmed_2500
BE,BE2_BAG,300,GV_Hausarzt,Assura,2024,448.7250061,GV_Hausarzt_300
BE,BE2_BAG,300,GV_HMO,KVF,2019,411.1,GV_HMO_300
BE,BE2_BAG,300,GV_OKP,Rhenusana,2019,470.8,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Assura,2021,254.9500046,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_OKP,CSS - Intras,2021,471.5,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Compact,2021,492.7000122,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Galenos,2022,480,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Assura,2020,256.6999969,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Sympany - Moove,2023,353.9333293,GV_Telmed_2500
BE,BE2_BAG,300,GV_HMO,Atupri,2016,332,GV_HMO_300
BE,BE2_BAG,2500,GV_Hausarzt,Mutuel Assurance,2019,327.65,GV_Hausarzt_2500
BE,BE2_BAG,300,GV_Telmed,Philos,2017,373.6,GV_Telmed_300
BE,BE2_BAG,2500,GV_HMO,Sana24,2016,296.2,GV_HMO_2500
BE,BE2_BAG,300,GV_OKP,Visana,2017,446.7,GV_OKP_300
BE,BE2_BAG,300,GV_OKP,Provita,2017,442.7,GV_OKP_300
BE,BE2_BAG,2500,GV_Telmed,KVF,2021,325.25,GV_Telmed_2500
BE,BE2_BAG,2500,GV_OKP,Sympany - Moove,2021,416.7999878,GV_OKP_2500
BE,BE2_BAG,2500,GV_Telmed,ÖKK,2022,260.2999954,GV_Telmed_2500
BE,BE2_BAG,300,GV_OKP,Visana,2022,479.2000122,GV_OKP_300
BE,BE2_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2022,390.6000061,GV_Telmed_300
BE,BE2_BAG,300,GV_OKP,Visana,2023,485.8999939,GV_OKP_300
BE,BE2_BAG,2500,GV_OKP,Aquilana,2023,318.8999939,GV_OKP_2500
BE,BE2_BAG,300,GV_OKP,Avenir,2018,464.1,GV_OKP_300
BE,BE2_BAG,2500,GV_Hausarzt,Visana,2018,277.8,GV_Hausarzt_2500
BE,BE2_BAG,2500,GV_Telmed,Vivacare,2018,295.95,GV_Telmed_2500
